0	0	0	0.00000000
0	0	1	-4.93918952
0	0	2	-0.48834753
0	1	0	0.00000000
0	1	1	-4.98891378
0	1	2	-1.12607264
0	2	0	0.00000000
0	2	1	-4.23579493
0	2	2	-1.23895986
0	3	0	0.00000000
0	3	1	-3.09941544
0	3	2	-1.69055381
0	4	0	0.00000000
0	4	1	-0.27220977
0	4	2	-2.83995892
0	5	0	0.00000000
0	5	1	-2.51862252
0	5	2	-1.13023182
0	6	0	0.00000000
0	6	1	-3.08677175
0	6	2	-3.32375360
1	0	0	0.00000000
1	0	1	-4.74244046
1	0	2	-1.92162976
1	1	0	0.00000000
1	1	1	-3.93804709
1	1	2	-0.40648334
1	2	0	0.00000000
1	2	1	-3.47482224
1	2	2	-2.58259692
1	3	0	0.00000000
1	3	1	-2.90633199
1	3	2	-2.25579305
1	4	0	0.00000000
1	4	1	-3.01389289
1	4	2	-0.81563332
1	5	0	0.00000000
1	5	1	-2.51247867
1	5	2	-3.92422739
1	6	0	0.00000000
1	6	1	-4.22144596
1	6	2	-0.29860808
2	0	0	0.00000000
2	0	1	-1.12504084
2	0	2	-2.80375232
2	1	0	0.00000000
2	1	1	-3.96469088
2	1	2	-4.95020490
2	2	0	0.00000000
2	2	1	-2.71734185
2	2	2	-0.72712608
2	3	0	0.00000000
2	3	1	-0.47451889
2	3	2	-0.20651254
2	4	0	0.00000000
2	4	1	-3.55417015
2	4	2	-3.54315713
2	5	0	0.00000000
2	5	1	-2.64428460
2	5	2	-4.48404293
2	6	0	0.00000000
2	6	1	-0.40181364
2	6	2	-1.73253138
3	0	0	0.00000000
3	0	1	-3.54405873
3	0	2	-4.57768247
3	1	0	0.00000000
3	1	1	-0.17612130
3	1	2	-3.72140178
3	2	0	0.00000000
3	2	1	-3.12006756
3	2	2	-4.20641083
3	3	0	0.00000000
3	3	1	-1.63413353
3	3	2	-1.93820886
3	4	0	0.00000000
3	4	1	-1.64158348
3	4	2	-3.16130295
3	5	0	0.00000000
3	5	1	-4.29468703
3	5	2	-0.20090435
3	6	0	0.00000000
3	6	1	-2.77407584
3	6	2	-4.37847020
4	0	0	0.00000000
4	0	1	-4.83555523
4	0	2	-2.51636570
4	1	0	0.00000000
4	1	1	-1.74180325
4	1	2	-2.12730685
4	2	0	0.00000000
4	2	1	-0.75380098
4	2	2	-1.36801459
4	3	0	0.00000000
4	3	1	-4.04024022
4	3	2	-0.31849912
4	4	0	0.00000000
4	4	1	-1.53075470
4	4	2	-1.85452364
4	5	0	0.00000000
4	5	1	-4.69734128
4	5	2	-3.07620757
4	6	0	0.00000000
4	6	1	-0.53264652
4	6	2	-4.98939352
5	0	0	0.00000000
5	0	1	-4.56710275
5	0	2	-3.23748718
5	1	0	0.00000000
5	1	1	-2.12700534
5	1	2	-0.79212089
5	2	0	0.00000000
5	2	1	-3.14638926
5	2	2	-3.39576128
5	3	0	0.00000000
5	3	1	-4.64256352
5	3	2	-0.74261525
5	4	0	0.00000000
5	4	1	-1.62454161
5	4	2	-0.27783833
5	5	0	0.00000000
5	5	1	-3.73632979
5	5	2	-0.01379382
5	6	0	0.00000000
5	6	1	-4.66309413
5	6	2	-0.77219108
6	0	0	0.00000000
6	0	1	-2.13559128
6	0	2	-0.63402327
6	1	0	0.00000000
6	1	1	-1.02663569
6	1	2	-2.37934759
6	2	0	0.00000000
6	2	1	-3.84946080
6	2	2	-2.46476250
6	3	0	0.00000000
6	3	1	-3.08093258
6	3	2	-0.37199369
6	4	0	0.00000000
6	4	1	-1.52284112
6	4	2	-3.87761950
6	5	0	0.00000000
6	5	1	-4.87975938
6	5	2	-0.39722653
6	6	0	0.00000000
6	6	1	-1.46529720
6	6	2	-3.69122707
7	0	0	0.00000000
7	0	1	-0.67747344
7	0	2	-3.92224766
7	1	0	0.00000000
7	1	1	-1.01475266
7	1	2	-4.59214691
7	2	0	0.00000000
7	2	1	-3.08676133
7	2	2	-4.14141987
7	3	0	0.00000000
7	3	1	-0.34802292
7	3	2	-2.01883991
7	4	0	0.00000000
7	4	1	-2.81428539
7	4	2	-0.89072477
7	5	0	0.00000000
7	5	1	-2.01302038
7	5	2	-3.08176694
7	6	0	0.00000000
7	6	1	-2.64830988
7	6	2	-3.31107526
8	0	0	0.00000000
8	0	1	-4.26823430
8	0	2	-1.60884285
8	1	0	0.00000000
8	1	1	-0.23696671
8	1	2	-3.74385239
8	2	0	0.00000000
8	2	1	-1.21035315
8	2	2	-4.55739797
8	3	0	0.00000000
8	3	1	-0.30901811
8	3	2	-2.65708455
8	4	0	0.00000000
8	4	1	-4.86840261
8	4	2	-4.57173759
8	5	0	0.00000000
8	5	1	-0.92283785
8	5	2	-3.28242061
8	6	0	0.00000000
8	6	1	-1.25380770
8	6	2	-0.73743013
9	0	0	0.00000000
9	0	1	-1.37064129
9	0	2	-0.23950414
9	1	0	0.00000000
9	1	1	-4.75455742
9	1	2	-2.67154123
9	2	0	0.00000000
9	2	1	-3.53001876
9	2	2	-1.78923760
9	3	0	0.00000000
9	3	1	-4.89415273
9	3	2	-4.62457078
9	4	0	0.00000000
9	4	1	-0.14908712
9	4	2	-1.40908854
9	5	0	0.00000000
9	5	1	-1.48478133
9	5	2	-3.19637439
9	6	0	0.00000000
9	6	1	-2.54507058
9	6	2	-2.25315771
10	0	0	0.00000000
10	0	1	-4.41649432
10	0	2	-3.13025384
10	1	0	0.00000000
10	1	1	-2.72030237
10	1	2	-1.33261300
10	2	0	0.00000000
10	2	1	-3.61590774
10	2	2	-4.21099478
10	3	0	0.00000000
10	3	1	-3.14154951
10	3	2	-1.25624153
10	4	0	0.00000000
10	4	1	-1.14738587
10	4	2	-1.09259101
10	5	0	0.00000000
10	5	1	-3.06339614
10	5	2	-0.05214354
10	6	0	0.00000000
10	6	1	-2.60569862
10	6	2	-3.22474456
11	0	0	0.00000000
11	0	1	-4.91094148
11	0	2	-3.48595433
11	1	0	0.00000000
11	1	1	-0.32636411
11	1	2	-3.53249050
11	2	0	0.00000000
11	2	1	-1.84775641
11	2	2	-1.02465438
11	3	0	0.00000000
11	3	1	-3.15053283
11	3	2	-1.84206541
11	4	0	0.00000000
11	4	1	-1.03175444
11	4	2	-3.88486732
11	5	0	0.00000000
11	5	1	-2.62246255
11	5	2	-3.65265810
11	6	0	0.00000000
11	6	1	-2.61846925
11	6	2	-2.57363622
12	0	0	-4.29486274
12	0	1	0.00000000
12	0	2	-3.37387495
12	1	0	-1.64879247
12	1	1	0.00000000
12	1	2	-3.64799869
12	2	0	-3.57535337
12	2	1	0.00000000
12	2	2	-4.05580725
12	3	0	-2.50948643
12	3	1	0.00000000
12	3	2	-2.33814275
12	4	0	-0.86482958
12	4	1	0.81307656
12	4	2	-0.43428128
12	5	0	-1.87335712
12	5	1	0.00000000
12	5	2	-4.38350903
12	6	0	2.90331927
12	6	1	0.00000000
12	6	2	-0.84123034
13	0	0	-2.96203955
13	0	1	0.00000000
13	0	2	-1.85691339
13	1	0	-1.12692016
13	1	1	0.00000000
13	1	2	-4.17355598
13	2	0	-2.28579737
13	2	1	0.00000000
13	2	2	-1.50180987
